component,year,region,value
Net change of use,2018-19,Yorkshire and The Humber,2402.0
Net change of use,2019-20,Yorkshire and The Humber,2449.0
Net change of use,2020-21,Yorkshire and The Humber,1862.0
Net change of use,2021-22,Yorkshire and The Humber,2001.0
Net change of use,2022-23,Yorkshire and The Humber,1964.0
Net change of use,2023-24,Yorkshire and The Humber,3347.0
Net change of use,2024-25,Yorkshire and The Humber,2316.0
Of which under PDR: agricultural to residential,2015-16,Yorkshire and The Humber,17.0
Of which under PDR: agricultural to residential,2016-17,Yorkshire and The Humber,30.0
Of which under PDR: agricultural to residential,2017-18,Yorkshire and The Humber,31.0
Of which under PDR: agricultural to residential,2018-19,Yorkshire and The Humber,185.0
Of which under PDR: agricultural to residential,2019-20,Yorkshire and The Humber,35.0
Of which under PDR: agricultural to residential,2020-21,Yorkshire and The Humber,30.0
Of which under PDR: agricultural to residential,2021-22,Yorkshire and The Humber,47.0
Of which under PDR: agricultural to residential,2022-23,Yorkshire and The Humber,40.0
Of which under PDR: agricultural to residential,2023-24,Yorkshire and The Humber,48.0
Of which under PDR: agricultural to residential,2024-25,Yorkshire and The Humber,23.0
Of which under PDR: office to residential,2015-16,Yorkshire and The Humber,889.0
Of which under PDR: office to residential,2016-17,Yorkshire and The Humber,1030.0
Of which under PDR: office to residential,2017-18,Yorkshire and The Humber,1186.0
Of which under PDR: office to residential,2018-19,Yorkshire and The Humber,835.0
Of which under PDR: office to residential,2019-20,Yorkshire and The Humber,978.0
Of which under PDR: office to residential,2020-21,Yorkshire and The Humber,335.0
Of which under PDR: office to residential,2021-22,Yorkshire and The Humber,468.0
Of which under PDR: office to residential,2022-23,Yorkshire and The Humber,389.0
Of which under PDR: office to residential,2023-24,Yorkshire and The Humber,927.0
Of which under PDR: office to residential,2024-25,Yorkshire and The Humber,662.0
Of which under PDR: storage to residential,2015-16,Yorkshire and The Humber,2.0
Of which under PDR: storage to residential,2016-17,Yorkshire and The Humber,2.0
Of which under PDR: storage to residential,2017-18,Yorkshire and The Humber,0.0
Of which under PDR: storage to residential,2018-19,Yorkshire and The Humber,19.0
Of which under PDR: storage to residential,2019-20,Yorkshire and The Humber,20.0
Of which under PDR: storage to residential,2020-21,Yorkshire and The Humber,6.0
Of which under PDR: storage to residential,2021-22,Yorkshire and The Humber,6.0
Of which under PDR: storage to residential,2022-23,Yorkshire and The Humber,12.0
Of which under PDR: storage to residential,2023-24,Yorkshire and The Humber,19.0
Of which under PDR: light industrial use to residential,2015-16,Yorkshire and The Humber,
Of which under PDR: light industrial use to residential,2016-17,Yorkshire and The Humber,
Of which under PDR: light industrial use to residential,2017-18,Yorkshire and The Humber,31.0
Of which under PDR: light industrial use to residential,2018-19,Yorkshire and The Humber,11.0
Of which under PDR: light industrial use to residential,2019-20,Yorkshire and The Humber,2.0
Of which under PDR: light industrial use to residential,2020-21,Yorkshire and The Humber,7.0
Of which under PDR: light industrial use to residential,2021-22,Yorkshire and The Humber,1.0
Of which under PDR: light industrial use to residential,2022-23,Yorkshire and The Humber,2.0
Of which under PDR: light industrial use to residential,2023-24,Yorkshire and The Humber,7.0
Of which under PDR: light industrial use to residential,2024-25,Yorkshire and The Humber,2.0
"Of which under PDR: commercial, business and service to residential",2022-23,Yorkshire and The Humber,1.0
"Of which under PDR: commercial, business and service to residential",2023-24,Yorkshire and The Humber,24.0
"Of which under PDR: commercial, business and service to residential",2024-25,Yorkshire and The Humber,100.0
Of which under PDR: any other to residential,2015-16,Yorkshire and The Humber,252.0
Of which under PDR: any other to residential,2016-17,Yorkshire and The Humber,111.0
Of which under PDR: any other to residential,2017-18,Yorkshire and The Humber,44.0
Of which under PDR: any other to residential,2018-19,Yorkshire and The Humber,45.0
Of which under PDR: any other to residential,2019-20,Yorkshire and The Humber,18.0
Of which under PDR: any other to residential,2020-21,Yorkshire and The Humber,20.0
Of which under PDR: any other to residential,2021-22,Yorkshire and The Humber,35.0
Of which under PDR: any other to residential,2022-23,Yorkshire and The Humber,8.0
Of which under PDR: any other to residential,2023-24,Yorkshire and The Humber,31.0
Of which under PDR: any other to residential,2024-25,Yorkshire and The Humber,195.0
Of which under PDR: unspecified to residential,2015-16,Yorkshire and The Humber,0.0
Of which under PDR: unspecified to residential,2016-17,Yorkshire and The Humber,0.0
Of which under PDR: unspecified to residential,2017-18,Yorkshire and The Humber,0.0
Of which under PDR: unspecified to residential,2018-19,Yorkshire and The Humber,1.0
Of which under PDR: unspecified to residential,2019-20,Yorkshire and The Humber,23.0
Of which under PDR: unspecified to residential,2020-21,Yorkshire and The Humber,37.0
Of which under PDR: unspecified to residential,2021-22,Yorkshire and The Humber,36.0
Of which under PDR: unspecified to residential,2022-23,Yorkshire and The Humber,4.0
Of which under PDR: unspecified to residential,2023-24,Yorkshire and The Humber,3.0
Of which under PDR: unspecified to residential,2024-25,Yorkshire and The Humber,1.0
Of which under PDR: total to residential,2015-16,Yorkshire and The Humber,1160.0
Of which under PDR: total to residential,2016-17,Yorkshire and The Humber,1173.0
Of which under PDR: total to residential,2017-18,Yorkshire and The Humber,1292.0
Of which under PDR: total to residential,2018-19,Yorkshire and The Humber,1096.0
Of which under PDR: total to residential,2019-20,Yorkshire and The Humber,1076.0
Of which under PDR: total to residential,2020-21,Yorkshire and The Humber,435.0
Of which under PDR: total to residential,2021-22,Yorkshire and The Humber,593.0
Of which under PDR: total to residential,2022-23,Yorkshire and The Humber,456.0
Of which under PDR: total to residential,2023-24,Yorkshire and The Humber,1059.0
Of which under PDR: total to residential,2024-25,Yorkshire and The Humber,983.0
Net other gains and losses,2000-01,Yorkshire and The Humber,
Net other gains and losses,2001-02,Yorkshire and The Humber,
Net other gains and losses,2002-03,Yorkshire and The Humber,
Net other gains and losses,2003-04,Yorkshire and The Humber,
Net other gains and losses,2004-05,Yorkshire and The Humber,
Net other gains and losses,2005-06,Yorkshire and The Humber,
Net other gains and losses,2006-07,Yorkshire and The Humber,-126.0
Net other gains and losses,2007-08,Yorkshire and The Humber,217.0
Net other gains and losses,2008-09,Yorkshire and The Humber,-100.0
Net other gains and losses,2009-10,Yorkshire and The Humber,846.0
Net other gains and losses,2010-11,Yorkshire and The Humber,1098.0
Net other gains and losses,2011-12,Yorkshire and The Humber,919.0
Net other gains and losses,2012-13,Yorkshire and The Humber,954.0
Net other gains and losses,2013-14,Yorkshire and The Humber,616.0
Net other gains and losses,2014-15,Yorkshire and The Humber,46.0
Net other gains and losses,2015-16,Yorkshire and The Humber,-18.0
Net other gains and losses,2016-17,Yorkshire and The Humber,-125.0
Net other gains and losses,2017-18,Yorkshire and The Humber,63.0
Net other gains and losses,2018-19,Yorkshire and The Humber,70.0
Net other gains and losses,2019-20,Yorkshire and The Humber,27.0
Net other gains and losses,2020-21,Yorkshire and The Humber,40.0
Net other gains and losses,2021-22,Yorkshire and The Humber,32.0
Net other gains and losses,2022-23,Yorkshire and The Humber,53.0
Net other gains and losses,2023-24,Yorkshire and The Humber,62.0
Net other gains and losses,2024-25,Yorkshire and The Humber,10.0
Demolitions,2000-01,Yorkshire and The Humber,
Demolitions,2001-02,Yorkshire and The Humber,
Demolitions,2002-03,Yorkshire and The Humber,
Demolitions,2003-04,Yorkshire and The Humber,
Demolitions,2004-05,Yorkshire and The Humber,
Demolitions,2005-06,Yorkshire and The Humber,
Demolitions,2006-07,Yorkshire and The Humber,1929.0
Demolitions,2007-08,Yorkshire and The Humber,2184.0
Demolitions,2008-09,Yorkshire and The Humber,1780.0
Demolitions,2009-10,Yorkshire and The Humber,2063.0
Demolitions,2010-11,Yorkshire and The Humber,1611.0
Demolitions,2011-12,Yorkshire and The Humber,1056.0
Demolitions,2012-13,Yorkshire and The Humber,1164.0
Demolitions,2013-14,Yorkshire and The Humber,969.0
Demolitions,2014-15,Yorkshire and The Humber,683.0
Demolitions,2015-16,Yorkshire and The Humber,678.0
Demolitions,2016-17,Yorkshire and The Humber,684.0
Demolitions,2017-18,Yorkshire and The Humber,499.0
Demolitions,2018-19,Yorkshire and The Humber,686.0
Demolitions,2019-20,Yorkshire and The Humber,1162.0
Demolitions,2020-21,Yorkshire and The Humber,561.0
Demolitions,2021-22,Yorkshire and The Humber,378.0
Demolitions,2022-23,Yorkshire and The Humber,577.0
Demolitions,2023-24,Yorkshire and The Humber,336.0
Demolitions,2024-25,Yorkshire and The Humber,435.0
Of which under PDR: demolitions,2020-21,Yorkshire and The Humber,12.0
Of which under PDR: demolitions,2021-22,Yorkshire and The Humber,0.0
Of which under PDR: demolitions,2022-23,Yorkshire and The Humber,2.0
Of which under PDR: demolitions,2023-24,Yorkshire and The Humber,6.0
Of which under PDR: demolitions,2024-25,Yorkshire and The Humber,37.0
Adjustment to Census 2011,2000-01,Yorkshire and The Humber,
Adjustment to Census 2011,2001-02,Yorkshire and The Humber,2552.0
Adjustment to Census 2011,2002-03,Yorkshire and The Humber,2552.0
Adjustment to Census 2011,2003-04,Yorkshire and The Humber,2552.0
Adjustment to Census 2011,2004-05,Yorkshire and The Humber,2552.0
Adjustment to Census 2011,2005-06,Yorkshire and The Humber,2552.0
Adjustment to Census 2011,2006-07,Yorkshire and The Humber,2552.0
Adjustment to Census 2011,2007-08,Yorkshire and The Humber,2552.0
Adjustment to Census 2011,2008-09,Yorkshire and The Humber,2552.0
Adjustment to Census 2011,2009-10,Yorkshire and The Humber,2552.0
Adjustment to Census 2011,2010-11,Yorkshire and The Humber,2552.0
Adjustment to Census 2021,2011-12,Yorkshire and The Humber,119.0
Adjustment to Census 2021,2012-13,Yorkshire and The Humber,119.0
Adjustment to Census 2021,2013-14,Yorkshire and The Humber,119.0
Adjustment to Census 2021,2014-15,Yorkshire and The Humber,119.0
Adjustment to Census 2021,2015-16,Yorkshire and The Humber,119.0
Adjustment to Census 2021,2016-17,Yorkshire and The Humber,119.0
Adjustment to Census 2021,2017-18,Yorkshire and The Humber,119.0
Adjustment to Census 2021,2018-19,Yorkshire and The Humber,119.0
Adjustment to Census 2021,2019-20,Yorkshire and The Humber,119.0
Adjustment to Census 2021,2020-21,Yorkshire and The Humber,119.0
Adjustment to Census 2021,2021-22,Yorkshire and The Humber,
Adjustment to Census 2021,2022-23,Yorkshire and The Humber,
Adjustment to Census 2021,2023-24,Yorkshire and The Humber,
Adjustment to Census 2021,2024-25,Yorkshire and The Humber,
Residual,2000-01,Yorkshire and The Humber,
Residual,2001-02,Yorkshire and The Humber,
Residual,2002-03,Yorkshire and The Humber,
Residual,2003-04,Yorkshire and The Humber,
Residual,2004-05,Yorkshire and The Humber,
Residual,2005-06,Yorkshire and The Humber,
Residual,2006-07,Yorkshire and The Humber,-1.0
Residual,2007-08,Yorkshire and The Humber,-16.0
Residual,2008-09,Yorkshire and The Humber,4.0
Residual,2009-10,Yorkshire and The Humber,0.0
Residual,2010-11,Yorkshire and The Humber,0.0
Residual,2011-12,Yorkshire and The Humber,0.0
Residual,2012-13,Yorkshire and The Humber,0.0
Residual,2013-14,Yorkshire and The Humber,0.0
Residual,2014-15,Yorkshire and The Humber,0.0
Residual,2015-16,Yorkshire and The Humber,0.0
Residual,2016-17,Yorkshire and The Humber,0.0
Residual,2017-18,Yorkshire and The Humber,0.0
Residual,2018-19,Yorkshire and The Humber,0.0
Residual,2019-20,Yorkshire and The Humber,0.0
Residual,2020-21,Yorkshire and The Humber,0.0
Residual,2021-22,Yorkshire and The Humber,0.0
Residual,2022-23,Yorkshire and The Humber,0.0
Residual,2023-24,Yorkshire and The Humber,0.0
Residual,2024-25,Yorkshire and The Humber,0.0
Net additions,2000-01,East Midlands,14830.0
Net additions,2001-02,East Midlands,16188.0
Net additions,2002-03,East Midlands,16938.0
Net additions,2003-04,East Midlands,15758.0
Net additions,2004-05,East Midlands,18380.0
Net additions,2005-06,East Midlands,21109.0
Net additions,2006-07,East Midlands,23089.0
Net additions,2007-08,East Midlands,21614.0
Net additions,2008-09,East Midlands,15230.0
Net additions,2009-10,East Midlands,13805.0
Net additions,2010-11,East Midlands,12749.0
Net additions,2011-12,East Midlands,12426.0
Net additions,2012-13,East Midlands,12449.0
Net additions,2013-14,East Midlands,13949.0
Net additions,2014-15,East Midlands,16857.0
Net additions,2015-16,East Midlands,18896.0
Net additions,2016-17,East Midlands,20717.0
Net additions,2017-18,East Midlands,22695.0
Net additions,2018-19,East Midlands,23500.0
Net additions,2019-20,East Midlands,22223.0
Net additions,2020-21,East Midlands,21419.0
Net additions,2021-22,East Midlands,22100.0
Net additions,2022-23,East Midlands,25146.0
Net additions,2023-24,East Midlands,22808.0
Net additions,2024-25,East Midlands,21614.0
New build,2000-01,East Midlands,
New build,2001-02,East Midlands,
New build,2002-03,East Midlands,
New build,2003-04,East Midlands,
New build,2004-05,East Midlands,
New build,2005-06,East Midlands,
New build,2006-07,East Midlands,20080.0
New build,2007-08,East Midlands,19939.0
New build,2008-09,East Midlands,12980.0
New build,2009-10,East Midlands,11985.0
New build,2010-11,East Midlands,11295.0
New build,2011-12,East Midlands,10954.0
New build,2012-13,East Midlands,10207.0
New build,2013-14,East Midlands,12030.0
New build,2014-15,East Midlands,14027.0
New build,2015-16,East Midlands,15834.0
New build,2016-17,East Midlands,17004.0
New build,2017-18,East Midlands,18505.0
New build,2018-19,East Midlands,19891.0
New build,2019-20,East Midlands,19524.0
New build,2020-21,East Midlands,18620.0
New build,2021-22,East Midlands,20591.0
New build,2022-23,East Midlands,23714.0
New build,2023-24,East Midlands,20954.0
New build,2024-25,East Midlands,19930.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2020-21,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2021-22,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2022-23,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2023-24,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2024-25,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2020-21,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2021-22,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2022-23,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2023-24,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2024-25,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2020-21,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2021-22,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2022-23,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2023-24,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2024-25,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2020-21,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2021-22,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2022-23,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2023-24,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2024-25,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2020-21,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2021-22,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2022-23,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2023-24,East Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2024-25,East Midlands,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2020-21,East Midlands,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2021-22,East Midlands,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2022-23,East Midlands,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2023-24,East Midlands,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2024-25,East Midlands,0.0
Of which under PDR: unspecified (new build),2020-21,East Midlands,0.0
Of which under PDR: unspecified (new build),2021-22,East Midlands,0.0
Of which under PDR: unspecified (new build),2022-23,East Midlands,13.0
Of which under PDR: unspecified (new build),2023-24,East Midlands,55.0
Of which under PDR: unspecified (new build),2024-25,East Midlands,0.0
Of which under PDR: total (new build),2020-21,East Midlands,0.0
Of which under PDR: total (new build),2021-22,East Midlands,0.0
Of which under PDR: total (new build),2022-23,East Midlands,13.0
Of which under PDR: total (new build),2023-24,East Midlands,55.0
Of which under PDR: total (new build),2024-25,East Midlands,0.0
Net conversions,2000-01,East Midlands,
Net conversions,2001-02,East Midlands,
Net conversions,2002-03,East Midlands,
Net conversions,2003-04,East Midlands,
Net conversions,2004-05,East Midlands,
Net conversions,2005-06,East Midlands,
Net conversions,2006-07,East Midlands,450.0
Net conversions,2007-08,East Midlands,249.0
Net conversions,2008-09,East Midlands,300.0
Net conversions,2009-10,East Midlands,282.0
Net conversions,2010-11,East Midlands,280.0
Net conversions,2011-12,East Midlands,99.0
Net conversions,2012-13,East Midlands,204.0
Net conversions,2013-14,East Midlands,502.0
Net conversions,2014-15,East Midlands,683.0
Net conversions,2015-16,East Midlands,411.0
Net conversions,2016-17,East Midlands,458.0
Net conversions,2017-18,East Midlands,592.0
Net conversions,2018-19,East Midlands,513.0
Net conversions,2019-20,East Midlands,285.0
Net conversions,2020-21,East Midlands,354.0
Net conversions,2021-22,East Midlands,217.0
Net conversions,2022-23,East Midlands,276.0
Net conversions,2023-24,East Midlands,243.0
Net conversions,2024-25,East Midlands,178.0
Net change of use,2000-01,East Midlands,
Net change of use,2001-02,East Midlands,
Net change of use,2002-03,East Midlands,
Net change of use,2003-04,East Midlands,
Net change of use,2004-05,East Midlands,
Net change of use,2005-06,East Midlands,
Net change of use,2006-07,East Midlands,1933.0
Net change of use,2007-08,East Midlands,1240.0
Net change of use,2008-09,East Midlands,1270.0
Net change of use,2009-10,East Midlands,1259.0
Net change of use,2010-11,East Midlands,877.0
Net change of use,2011-12,East Midlands,844.0
Net change of use,2012-13,East Midlands,1154.0
Net change of use,2013-14,East Midlands,1046.0
Net change of use,2014-15,East Midlands,1292.0
Net change of use,2015-16,East Midlands,1771.0
Net change of use,2016-17,East Midlands,2724.0
Net change of use,2017-18,East Midlands,2620.0
Net change of use,2018-19,East Midlands,2088.0
Net change of use,2019-20,East Midlands,1368.0
Net change of use,2020-21,East Midlands,1441.0
Net change of use,2021-22,East Midlands,1641.0
Net change of use,2022-23,East Midlands,1538.0
Net change of use,2023-24,East Midlands,1745.0
Net change of use,2024-25,East Midlands,1672.0
Of which under PDR: agricultural to residential,2015-16,East Midlands,39.0
Of which under PDR: agricultural to residential,2016-17,East Midlands,24.0
Of which under PDR: agricultural to residential,2017-18,East Midlands,54.0
Of which under PDR: agricultural to residential,2018-19,East Midlands,73.0
Of which under PDR: agricultural to residential,2019-20,East Midlands,86.0
Of which under PDR: agricultural to residential,2020-21,East Midlands,73.0
Of which under PDR: agricultural to residential,2021-22,East Midlands,64.0
Of which under PDR: agricultural to residential,2022-23,East Midlands,50.0
Of which under PDR: agricultural to residential,2023-24,East Midlands,41.0
Of which under PDR: agricultural to residential,2024-25,East Midlands,30.0
Of which under PDR: office to residential,2015-16,East Midlands,363.0
Of which under PDR: office to residential,2016-17,East Midlands,947.0
Of which under PDR: office to residential,2017-18,East Midlands,866.0
Of which under PDR: office to residential,2018-19,East Midlands,557.0
Of which under PDR: office to residential,2019-20,East Midlands,211.0
Of which under PDR: office to residential,2020-21,East Midlands,335.0
Of which under PDR: office to residential,2021-22,East Midlands,437.0
Of which under PDR: office to residential,2022-23,East Midlands,306.0
Of which under PDR: office to residential,2023-24,East Midlands,253.0
Of which under PDR: office to residential,2024-25,East Midlands,274.0
Of which under PDR: storage to residential,2015-16,East Midlands,7.0
Of which under PDR: storage to residential,2016-17,East Midlands,2.0
Of which under PDR: storage to residential,2017-18,East Midlands,13.0
Of which under PDR: storage to residential,2018-19,East Midlands,2.0
Of which under PDR: storage to residential,2019-20,East Midlands,6.0
Of which under PDR: storage to residential,2020-21,East Midlands,3.0
Of which under PDR: storage to residential,2021-22,East Midlands,1.0
Of which under PDR: storage to residential,2022-23,East Midlands,1.0
Of which under PDR: storage to residential,2023-24,East Midlands,10.0
Of which under PDR: light industrial use to residential,2015-16,East Midlands,
Of which under PDR: light industrial use to residential,2016-17,East Midlands,
Of which under PDR: light industrial use to residential,2017-18,East Midlands,19.0
Of which under PDR: light industrial use to residential,2018-19,East Midlands,0.0
Of which under PDR: light industrial use to residential,2019-20,East Midlands,0.0
Of which under PDR: light industrial use to residential,2020-21,East Midlands,12.0
Of which under PDR: light industrial use to residential,2021-22,East Midlands,166.0
Of which under PDR: light industrial use to residential,2022-23,East Midlands,0.0
Of which under PDR: light industrial use to residential,2023-24,East Midlands,6.0
Of which under PDR: light industrial use to residential,2024-25,East Midlands,2.0
"Of which under PDR: commercial, business and service to residential",2022-23,East Midlands,12.0
"Of which under PDR: commercial, business and service to residential",2023-24,East Midlands,58.0
"Of which under PDR: commercial, business and service to residential",2024-25,East Midlands,21.0
Of which under PDR: any other to residential,2015-16,East Midlands,46.0
Of which under PDR: any other to residential,2016-17,East Midlands,39.0
Of which under PDR: any other to residential,2017-18,East Midlands,64.0
Of which under PDR: any other to residential,2018-19,East Midlands,30.0
Of which under PDR: any other to residential,2019-20,East Midlands,16.0
Of which under PDR: any other to residential,2020-21,East Midlands,20.0
Of which under PDR: any other to residential,2021-22,East Midlands,90.0
Of which under PDR: any other to residential,2022-23,East Midlands,14.0
Of which under PDR: any other to residential,2023-24,East Midlands,36.0
Of which under PDR: any other to residential,2024-25,East Midlands,55.0
Of which under PDR: unspecified to residential,2015-16,East Midlands,0.0
Of which under PDR: unspecified to residential,2016-17,East Midlands,14.0
Of which under PDR: unspecified to residential,2017-18,East Midlands,0.0
Of which under PDR: unspecified to residential,2018-19,East Midlands,0.0
Of which under PDR: unspecified to residential,2019-20,East Midlands,0.0
Of which under PDR: unspecified to residential,2020-21,East Midlands,0.0
Of which under PDR: unspecified to residential,2021-22,East Midlands,0.0
Of which under PDR: unspecified to residential,2022-23,East Midlands,0.0
Of which under PDR: unspecified to residential,2023-24,East Midlands,0.0
Of which under PDR: unspecified to residential,2024-25,East Midlands,0.0
Of which under PDR: total to residential,2015-16,East Midlands,455.0
Of which under PDR: total to residential,2016-17,East Midlands,1026.0
Of which under PDR: total to residential,2017-18,East Midlands,1016.0
Of which under PDR: total to residential,2018-19,East Midlands,662.0
Of which under PDR: total to residential,2019-20,East Midlands,319.0
Of which under PDR: total to residential,2020-21,East Midlands,443.0
Of which under PDR: total to residential,2021-22,East Midlands,758.0
Of which under PDR: total to residential,2022-23,East Midlands,383.0
Of which under PDR: total to residential,2023-24,East Midlands,404.0
Of which under PDR: total to residential,2024-25,East Midlands,382.0
Net other gains and losses,2000-01,East Midlands,
Net other gains and losses,2001-02,East Midlands,
Net other gains and losses,2002-03,East Midlands,
Net other gains and losses,2003-04,East Midlands,
Net other gains and losses,2004-05,East Midlands,
Net other gains and losses,2005-06,East Midlands,
Net other gains and losses,2006-07,East Midlands,256.0
Net other gains and losses,2007-08,East Midlands,15.0
Net other gains and losses,2008-09,East Midlands,60.0
Net other gains and losses,2009-10,East Midlands,-61.0
Net other gains and losses,2010-11,East Midlands,41.0
Net other gains and losses,2011-12,East Midlands,-19.0
Net other gains and losses,2012-13,East Midlands,10.0
Net other gains and losses,2013-14,East Midlands,1.0
Net other gains and losses,2014-15,East Midlands,17.0
Net other gains and losses,2015-16,East Midlands,68.0
Net other gains and losses,2016-17,East Midlands,159.0
Net other gains and losses,2017-18,East Midlands,3.0
Net other gains and losses,2018-19,East Midlands,-12.0
Net other gains and losses,2019-20,East Midlands,23.0
Net other gains and losses,2020-21,East Midlands,10.0
Net other gains and losses,2021-22,East Midlands,-5.0
Net other gains and losses,2022-23,East Midlands,2.0
Net other gains and losses,2023-24,East Midlands,14.0
Net other gains and losses,2024-25,East Midlands,19.0
Demolitions,2000-01,East Midlands,
Demolitions,2001-02,East Midlands,
Demolitions,2002-03,East Midlands,
Demolitions,2003-04,East Midlands,
Demolitions,2004-05,East Midlands,
Demolitions,2005-06,East Midlands,
Demolitions,2006-07,East Midlands,646.0
Demolitions,2007-08,East Midlands,820.0
Demolitions,2008-09,East Midlands,400.0
Demolitions,2009-10,East Midlands,678.0
Demolitions,2010-11,East Midlands,760.0
Demolitions,2011-12,East Midlands,697.0
Demolitions,2012-13,East Midlands,370.0
Demolitions,2013-14,East Midlands,874.0
Demolitions,2014-15,East Midlands,406.0
Demolitions,2015-16,East Midlands,432.0
Demolitions,2016-17,East Midlands,872.0
Demolitions,2017-18,East Midlands,269.0
Demolitions,2018-19,East Midlands,224.0
Demolitions,2019-20,East Midlands,221.0
Demolitions,2020-21,East Midlands,250.0
Demolitions,2021-22,East Midlands,344.0
Demolitions,2022-23,East Midlands,384.0
Demolitions,2023-24,East Midlands,148.0
Demolitions,2024-25,East Midlands,185.0
Of which under PDR: demolitions,2020-21,East Midlands,8.0
Of which under PDR: demolitions,2021-22,East Midlands,1.0
Of which under PDR: demolitions,2022-23,East Midlands,0.0
Of which under PDR: demolitions,2023-24,East Midlands,3.0
Of which under PDR: demolitions,2024-25,East Midlands,53.0
Adjustment to Census 2011,2000-01,East Midlands,
Adjustment to Census 2011,2001-02,East Midlands,1018.0
Adjustment to Census 2011,2002-03,East Midlands,1018.0
Adjustment to Census 2011,2003-04,East Midlands,1018.0
Adjustment to Census 2011,2004-05,East Midlands,1018.0
Adjustment to Census 2011,2005-06,East Midlands,1018.0
Adjustment to Census 2011,2006-07,East Midlands,1018.0
Adjustment to Census 2011,2007-08,East Midlands,1018.0
Adjustment to Census 2011,2008-09,East Midlands,1018.0
Adjustment to Census 2011,2009-10,East Midlands,1018.0
Adjustment to Census 2011,2010-11,East Midlands,1018.0
Adjustment to Census 2021,2011-12,East Midlands,1244.0
Adjustment to Census 2021,2012-13,East Midlands,1244.0
Adjustment to Census 2021,2013-14,East Midlands,1244.0
Adjustment to Census 2021,2014-15,East Midlands,1244.0
Adjustment to Census 2021,2015-16,East Midlands,1244.0
Adjustment to Census 2021,2016-17,East Midlands,1244.0
Adjustment to Census 2021,2017-18,East Midlands,1244.0
Adjustment to Census 2021,2018-19,East Midlands,1244.0
Adjustment to Census 2021,2019-20,East Midlands,1244.0
Adjustment to Census 2021,2020-21,East Midlands,1244.0
Adjustment to Census 2021,2021-22,East Midlands,
Adjustment to Census 2021,2022-23,East Midlands,
Adjustment to Census 2021,2023-24,East Midlands,
Adjustment to Census 2021,2024-25,East Midlands,
Residual,2000-01,East Midlands,
Residual,2001-02,East Midlands,
Residual,2002-03,East Midlands,
Residual,2003-04,East Midlands,
Residual,2004-05,East Midlands,
Residual,2005-06,East Midlands,
Residual,2006-07,East Midlands,-2.0
Residual,2007-08,East Midlands,-27.0
Residual,2008-09,East Midlands,2.0
Residual,2009-10,East Midlands,0.0
Residual,2010-11,East Midlands,0.0
Residual,2011-12,East Midlands,0.0
Residual,2012-13,East Midlands,0.0
Residual,2013-14,East Midlands,0.0
Residual,2014-15,East Midlands,0.0
Residual,2015-16,East Midlands,0.0
Residual,2016-17,East Midlands,0.0
Residual,2017-18,East Midlands,0.0
Residual,2018-19,East Midlands,0.0
Residual,2019-20,East Midlands,0.0
Residual,2020-21,East Midlands,0.0
Residual,2021-22,East Midlands,0.0
